datetime,total_demand_kwh,hp_load_kwh,simulated_demand_kwh,simulated_stress_event
2013-02-06 21:00:00,367.888,40.0,407.888,1
2013-12-06 19:00:00,367.857,40.0,407.857,1
2013-12-29 18:30:00,367.753,40.0,407.753,1
2013-02-01 20:00:00,367.738,40.0,407.738,1
2013-02-08 18:00:00,367.696,40.0,407.696,1
2014-02-05 18:00:00,367.561,40.0,407.561,1
2013-12-22 19:30:00,367.532,40.0,407.532,1
2014-01-23 19:00:00,367.4,40.0,407.4,1
2013-02-14 18:30:00,367.364,40.0,407.364,1
2013-12-06 19:30:00,367.252,40.0,407.252,1
2013-01-08 20:00:00,367.191,40.0,407.191,1
2013-02-14 20:30:00,367.155,40.0,407.155,1
2014-02-06 19:00:00,367.08,40.0,407.08,1
2014-02-04 20:00:00,367.062,40.0,407.062,1
2014-02-17 19:30:00,366.985,40.0,406.985,1
2014-01-28 20:00:00,366.862,40.0,406.862,1
2013-02-16 19:30:00,366.846,40.0,406.846,1
2014-01-16 19:00:00,366.8,40.0,406.8,1
2013-12-16 19:00:00,366.781,40.0,406.781,1
2014-02-07 18:30:00,366.727,40.0,406.727,1
2014-01-07 18:30:00,366.693,40.0,406.693,1
2013-12-08 19:30:00,366.642,40.0,406.642,1
2013-02-15 20:00:00,366.551,40.0,406.551,1
2013-12-21 18:30:00,366.514,40.0,406.514,1
2014-01-11 19:30:00,366.435,40.0,406.435,1
2013-12-13 18:30:00,366.393,40.0,406.393,1
2013-03-10 19:00:00,406.327,0.0,406.327,1
2014-02-13 20:00:00,366.316,40.0,406.316,1
2013-01-20 14:00:00,406.306,0.0,406.306,1
2014-01-04 19:00:00,366.289,40.0,406.289,1
2014-01-24 19:30:00,366.236,40.0,406.236,1
2014-01-08 19:30:00,366.189,40.0,406.189,1
2014-02-13 18:30:00,366.181,40.0,406.181,1
2013-12-03 18:30:00,366.07,40.0,406.07,1
2013-01-05 19:30:00,366.035,40.0,406.035,1
2013-01-23 21:30:00,366.018,40.0,406.018,1
2013-02-06 21:30:00,365.969,40.0,405.969,1
2013-03-24 20:30:00,405.917,0.0,405.917,1
2014-01-04 18:30:00,365.849,40.0,405.849,1
2014-02-11 20:00:00,365.792,40.0,405.792,1
2013-02-15 20:30:00,365.737,40.0,405.737,1
2013-12-06 18:30:00,365.72,40.0,405.72,1
2014-01-04 19:30:00,365.72,40.0,405.72,1
2014-01-18 19:00:00,365.595,40.0,405.595,1
2014-01-01 18:30:00,365.569,40.0,405.569,1
2013-12-29 18:00:00,365.555,40.0,405.555,1
2014-02-08 18:30:00,365.462,40.0,405.462,1
2013-02-21 19:30:00,365.451,40.0,405.451,1
2013-01-06 20:00:00,365.428,40.0,405.428,1
2013-02-04 20:30:00,365.407,40.0,405.407,1
2014-02-18 18:30:00,365.374,40.0,405.374,1
2013-02-11 18:00:00,365.241,40.0,405.241,1
2013-03-24 18:30:00,405.177,0.0,405.177,1
2014-01-03 19:30:00,365.166,40.0,405.166,1
2014-02-08 19:00:00,365.079,40.0,405.079,1
2013-12-02 19:00:00,365.059,40.0,405.059,1
2013-03-14 19:30:00,404.886,0.0,404.886,1
2013-01-18 17:00:00,404.724,0.0,404.724,1
2013-12-17 20:00:00,364.721,40.0,404.721,1
2013-03-26 19:00:00,404.717,0.0,404.717,1
2014-01-20 20:00:00,364.67,40.0,404.67,1
2013-12-19 18:00:00,364.655,40.0,404.655,1
2013-11-21 18:30:00,404.567,0.0,404.567,1
2014-01-09 18:00:00,364.554,40.0,404.554,1
2013-01-20 21:30:00,364.547,40.0,404.547,1
2014-02-08 19:30:00,364.523,40.0,404.523,1
2014-02-24 19:30:00,364.509,40.0,404.509,1
2014-01-02 20:00:00,364.492,40.0,404.492,1
2014-01-14 20:00:00,364.458,40.0,404.458,1
2013-12-19 20:30:00,364.405,40.0,404.405,1
2013-02-18 20:30:00,364.148,40.0,404.148,1
2013-02-02 20:00:00,364.07,40.0,404.07,1
2013-12-13 19:00:00,363.997,40.0,403.997,1
2013-02-25 21:30:00,363.859,40.0,403.859,1
2013-01-19 16:00:00,403.598,0.0,403.598,1
2014-02-01 18:30:00,363.491,40.0,403.491,1
2013-01-18 21:30:00,363.376,40.0,403.376,1
2013-01-26 20:30:00,363.222,40.0,403.222,1
2013-03-10 19:30:00,403.219,0.0,403.219,1
2014-01-06 20:00:00,363.127,40.0,403.127,1
2014-01-23 19:30:00,363.06,40.0,403.06,1
2013-12-22 20:00:00,363.044,40.0,403.044,1
2013-02-23 21:00:00,363.016,40.0,403.016,1
2014-01-13 19:30:00,362.986,40.0,402.986,1
2014-01-17 18:30:00,362.961,40.0,402.961,1
2014-01-01 18:00:00,362.944,40.0,402.944,1
2014-02-18 19:30:00,362.916,40.0,402.916,1
2013-12-04 19:30:00,362.769,40.0,402.769,1
2013-12-30 19:00:00,362.721,40.0,402.721,1
2013-01-17 17:30:00,402.703,0.0,402.703,1
2014-01-09 20:00:00,362.606,40.0,402.606,1
2013-12-18 20:00:00,362.604,40.0,402.604,1
2013-02-10 21:30:00,362.586,40.0,402.586,1
2013-02-28 20:30:00,362.541,40.0,402.541,1
2014-01-14 18:30:00,362.476,40.0,402.476,1
2014-02-02 18:00:00,362.308,40.0,402.308,1
2014-01-29 20:00:00,362.283,40.0,402.283,1
2014-02-23 19:00:00,362.283,40.0,402.283,1
2013-12-12 19:00:00,362.121,40.0,402.121,1
2014-02-08 18:00:00,362.085,40.0,402.085,1
2013-12-03 20:00:00,362.037,40.0,402.037,1
2014-02-17 18:30:00,361.994,40.0,401.994,1
2013-02-13 21:00:00,361.968,40.0,401.968,1
2013-01-09 20:30:00,361.942,40.0,401.942,1
2014-02-06 19:30:00,361.903,40.0,401.903,1
2013-02-22 18:00:00,361.861,40.0,401.861,1
2013-12-03 19:30:00,361.856,40.0,401.856,1
2014-01-01 19:00:00,361.789,40.0,401.789,1
2013-01-19 20:30:00,361.782,40.0,401.782,1
2014-02-01 19:00:00,361.758,40.0,401.758,1
2013-01-09 18:00:00,361.72,40.0,401.72,1
2013-03-23 19:00:00,401.703,0.0,401.703,1
2013-03-26 20:00:00,401.609,0.0,401.609,1
2013-03-03 19:00:00,401.585,0.0,401.585,1
2014-01-28 18:30:00,361.575,40.0,401.575,1
2014-02-06 18:30:00,361.541,40.0,401.541,1
2014-01-11 19:00:00,361.534,40.0,401.534,1
2013-12-27 19:00:00,361.443,40.0,401.443,1
2013-02-27 19:30:00,361.399,40.0,401.399,1
2013-12-22 19:00:00,361.392,40.0,401.392,1
2013-12-11 20:30:00,361.385,40.0,401.385,1
2014-01-15 19:30:00,361.355,40.0,401.355,1
2013-01-29 20:00:00,361.319,40.0,401.319,1
2013-01-08 18:00:00,361.236,40.0,401.236,1
2013-01-31 20:00:00,361.122,40.0,401.122,1
2013-02-10 17:30:00,401.097,0.0,401.097,1
2013-12-09 20:00:00,361.046,40.0,401.046,1
2013-02-14 21:00:00,361.026,40.0,401.026,1
2013-12-22 18:00:00,361.008,40.0,401.008,1
2013-02-04 18:00:00,361.006,40.0,401.006,1
2013-01-21 17:30:00,400.974,0.0,400.974,1
2013-03-04 19:00:00,400.965,0.0,400.965,1
2014-01-12 20:30:00,360.926,40.0,400.926,1
2013-12-13 19:30:00,360.888,40.0,400.888,1
2014-01-11 18:00:00,360.832,40.0,400.832,1
2014-01-30 20:00:00,360.815,40.0,400.815,1
2013-12-02 18:30:00,360.792,40.0,400.792,1
2013-03-13 20:00:00,400.775,0.0,400.775,1
2013-12-01 20:30:00,360.746,40.0,400.746,1
2014-01-27 18:00:00,360.652,40.0,400.652,1
2013-02-09 21:00:00,360.648,40.0,400.648,1
2013-02-27 19:00:00,360.635,40.0,400.635,1
2013-01-11 20:30:00,360.389,40.0,400.389,1
2014-01-20 18:00:00,360.25600000000003,40.0,400.25600000000003,1
2014-02-16 20:00:00,360.248,40.0,400.248,1
2013-12-12 19:30:00,360.234,40.0,400.234,1
2014-02-14 20:00:00,360.232,40.0,400.232,1
2014-02-03 20:30:00,360.231,40.0,400.231,1
2014-01-22 19:30:00,360.179,40.0,400.179,1
2014-02-15 18:30:00,360.159,40.0,400.159,1
2013-01-19 15:30:00,400.112,0.0,400.112,1
2014-01-16 19:30:00,360.066,40.0,400.066,1
2014-01-28 20:30:00,360.065,40.0,400.065,1
2013-03-25 20:30:00,400.005,0.0,400.005,1
2013-12-17 18:00:00,359.858,40.0,399.858,1
2013-02-03 21:00:00,359.828,40.0,399.828,1
2014-02-12 18:00:00,359.657,40.0,399.657,1
2014-01-17 19:30:00,359.553,40.0,399.553,1
2014-01-23 18:30:00,359.42,40.0,399.42,1
2013-02-17 18:00:00,359.355,40.0,399.355,1
2014-01-03 18:00:00,359.306,40.0,399.306,1
2013-03-23 20:00:00,399.266,0.0,399.266,1
2014-01-18 19:30:00,359.045,40.0,399.045,1
2013-12-27 19:30:00,358.81,40.0,398.81,1
2014-01-15 20:00:00,358.743,40.0,398.743,1
2013-02-21 20:00:00,358.74,40.0,398.74,1
2014-02-24 19:00:00,358.726,40.0,398.726,1
2013-12-27 18:30:00,358.702,40.0,398.702,1
2014-02-07 19:30:00,358.618,40.0,398.618,1
2013-02-22 21:00:00,358.47,40.0,398.47,1
2013-12-22 20:30:00,358.443,40.0,398.443,1
2014-02-12 20:30:00,358.439,40.0,398.439,1
2013-03-14 19:00:00,398.433,0.0,398.433,1
2013-01-04 20:00:00,358.334,40.0,398.334,1
2013-11-21 19:30:00,398.001,0.0,398.001,1
2013-03-25 18:30:00,397.955,0.0,397.955,1
2013-01-29 18:00:00,357.92,40.0,397.92,1
2013-01-20 12:30:00,397.853,0.0,397.853,1
2013-01-29 20:30:00,357.84,40.0,397.84,1
2013-01-05 18:00:00,357.79,40.0,397.79,1
2013-01-19 17:30:00,397.785,0.0,397.785,1
2013-01-06 17:30:00,397.714,0.0,397.714,1
2013-02-21 18:30:00,357.561,40.0,397.561,1
2014-01-08 20:00:00,357.505,40.0,397.505,1
2013-12-31 20:00:00,357.471,40.0,397.471,1
2014-01-17 19:00:00,357.278,40.0,397.278,1
2013-12-30 18:00:00,357.141,40.0,397.141,1
2013-01-13 17:00:00,397.054,0.0,397.054,1
2013-12-24 20:00:00,357.042,40.0,397.042,1
2013-12-21 18:00:00,357.013,40.0,397.013,1
2013-12-21 19:00:00,356.991,40.0,396.991,1
2014-01-05 17:30:00,396.954,0.0,396.954,1
2013-03-25 21:00:00,396.879,0.0,396.879,1
2013-02-19 18:30:00,356.869,40.0,396.869,1
2014-01-02 18:00:00,356.842,40.0,396.842,1
2013-03-22 19:30:00,396.82,0.0,396.82,1
2014-01-24 18:30:00,356.779,40.0,396.779,1
2014-01-04 20:00:00,356.735,40.0,396.735,1
2013-12-15 18:30:00,356.669,40.0,396.669,1
2013-03-11 21:30:00,396.663,0.0,396.663,1
2013-12-23 20:00:00,356.508,40.0,396.508,1
2014-02-16 18:00:00,356.451,40.0,396.451,1
2013-12-14 19:00:00,356.413,40.0,396.413,1
2014-01-21 20:00:00,356.402,40.0,396.402,1
2013-12-16 19:30:00,356.28,40.0,396.28,1
2014-01-31 20:00:00,356.231,40.0,396.231,1
2014-01-21 20:30:00,356.221,40.0,396.221,1
2013-12-27 18:00:00,356.042,40.0,396.042,1
2013-12-02 19:30:00,355.951,40.0,395.951,1
2014-02-21 19:00:00,355.924,40.0,395.924,1
2013-02-28 21:00:00,355.622,40.0,395.622,1
2014-02-23 20:00:00,355.622,40.0,395.622,1
2014-01-07 20:00:00,355.583,40.0,395.583,1
2014-01-25 20:00:00,355.553,40.0,395.553,1
2013-01-30 20:00:00,355.541,40.0,395.541,1
2014-01-27 20:30:00,355.43,40.0,395.43,1
2014-01-16 18:00:00,355.369,40.0,395.369,1
2014-01-13 20:00:00,355.322,40.0,395.322,1
2013-03-12 21:00:00,395.267,0.0,395.267,1
2013-12-22 18:30:00,355.24,40.0,395.24,1
2013-02-13 21:30:00,355.194,40.0,395.194,1
2013-02-16 18:00:00,355.109,40.0,395.109,1
2013-12-09 18:00:00,355.011,40.0,395.011,1
2013-03-02 19:00:00,394.97,0.0,394.97,1
2013-01-12 17:30:00,394.947,0.0,394.947,1
2013-02-01 18:00:00,354.857,40.0,394.857,1
2014-02-01 20:00:00,354.773,40.0,394.773,1
2013-01-07 18:00:00,354.717,40.0,394.717,1
2013-02-20 19:00:00,354.66,40.0,394.66,1
2013-12-15 19:00:00,354.64,40.0,394.64,1
2013-02-09 21:30:00,354.554,40.0,394.554,1
2014-02-26 19:00:00,354.495,40.0,394.495,1
2014-01-16 18:30:00,354.459,40.0,394.459,1
2013-01-03 20:30:00,354.367,40.0,394.367,1
2013-03-22 19:00:00,394.35,0.0,394.35,1
2013-03-18 20:00:00,394.193,0.0,394.193,1
2013-01-19 14:30:00,394.063,0.0,394.063,1
2013-03-25 21:30:00,393.875,0.0,393.875,1
2013-02-15 18:00:00,353.86,40.0,393.86,1
2013-01-06 20:30:00,353.844,40.0,393.844,1
2014-01-26 20:30:00,353.738,40.0,393.738,1
2013-02-17 20:30:00,353.641,40.0,393.641,1
2013-03-01 19:00:00,393.613,0.0,393.613,1
2014-02-23 19:30:00,353.536,40.0,393.536,1
2014-02-15 19:00:00,353.441,40.0,393.441,1
2013-12-20 19:30:00,353.439,40.0,393.439,1
2014-01-06 20:30:00,353.226,40.0,393.226,1
2013-03-24 21:30:00,393.198,0.0,393.198,1
2013-12-17 20:30:00,353.19,40.0,393.19,1
2013-01-24 17:30:00,393.178,0.0,393.178,1
2014-02-26 20:00:00,353.11,40.0,393.11,1
2013-12-03 18:00:00,353.103,40.0,393.103,1
2014-01-22 20:00:00,353.09,40.0,393.09,1
2013-12-08 20:00:00,352.859,40.0,392.859,1
2014-01-23 20:00:00,352.819,40.0,392.819,1
2013-12-06 18:00:00,352.811,40.0,392.811,1
2013-02-27 20:00:00,352.805,40.0,392.805,1
2014-02-01 18:00:00,352.716,40.0,392.716,1
2013-12-14 18:30:00,352.699,40.0,392.699,1
2013-02-20 19:30:00,352.645,40.0,392.645,1
2013-02-19 20:00:00,352.61,40.0,392.61,1
2013-12-05 20:00:00,352.589,40.0,392.589,1
2014-02-04 18:00:00,352.484,40.0,392.484,1
2014-01-30 18:00:00,352.435,40.0,392.435,1
2013-02-04 21:00:00,352.347,40.0,392.347,1
2014-02-26 19:30:00,352.247,40.0,392.247,1
2013-01-19 15:00:00,392.214,0.0,392.214,1
2014-02-09 20:30:00,352.191,40.0,392.191,1
2013-12-16 18:30:00,352.19,40.0,392.19,1
2013-12-04 20:00:00,352.152,40.0,392.152,1
2013-12-04 18:00:00,352.067,40.0,392.067,1
2013-01-16 17:30:00,392.031,0.0,392.031,1
2014-01-03 20:00:00,352.001,40.0,392.001,1
2014-02-11 20:30:00,351.951,40.0,391.951,1
2014-02-06 18:00:00,351.95,40.0,391.95,1
2013-12-20 18:00:00,351.943,40.0,391.943,1
2013-12-28 19:30:00,351.864,40.0,391.864,1
2014-02-04 20:30:00,351.729,40.0,391.729,1
2013-03-19 19:30:00,391.723,0.0,391.723,1
2014-02-08 20:00:00,351.621,40.0,391.621,1
2013-02-23 21:30:00,351.602,40.0,391.602,1
2013-03-13 18:30:00,391.535,0.0,391.535,1
2014-02-10 20:30:00,351.495,40.0,391.495,1
2013-03-18 19:00:00,391.477,0.0,391.477,1
2013-01-31 18:00:00,351.472,40.0,391.472,1
2013-03-24 21:00:00,391.44,0.0,391.44,1
2013-02-21 20:30:00,351.368,40.0,391.368,1
2014-01-31 18:00:00,350.809,40.0,390.809,1
2014-02-11 18:00:00,350.794,40.0,390.794,1
2013-01-26 21:00:00,350.791,40.0,390.791,1
2013-02-18 18:00:00,350.67,40.0,390.67,1
2013-12-05 18:00:00,350.657,40.0,390.657,1
2013-12-03 20:30:00,350.647,40.0,390.647,1
2013-01-12 21:00:00,350.635,40.0,390.635,1
2014-02-15 20:00:00,350.616,40.0,390.616,1
2013-02-26 21:30:00,350.598,40.0,390.598,1
2013-03-01 19:30:00,390.569,0.0,390.569,1
2013-01-08 20:30:00,350.45,40.0,390.45,1
2014-01-01 19:30:00,350.387,40.0,390.387,1
2014-01-14 18:00:00,350.136,40.0,390.136,1
2014-01-13 18:00:00,350.086,40.0,390.086,1
2014-01-24 18:00:00,350.034,40.0,390.034,1
2013-12-29 20:00:00,350.013,40.0,390.013,1
2014-01-30 20:30:00,350.002,40.0,390.002,1
2013-01-09 21:00:00,349.904,40.0,389.904,1
2013-03-15 19:00:00,389.814,0.0,389.814,1
2014-01-28 21:00:00,349.682,40.0,389.682,1
2013-12-11 18:00:00,349.641,40.0,389.641,1
2014-02-10 21:00:00,349.602,40.0,389.602,1
2013-02-08 20:30:00,349.601,40.0,389.601,1
2013-01-20 14:30:00,389.455,0.0,389.455,1
2013-12-28 18:30:00,349.424,40.0,389.424,1
2013-03-03 20:00:00,389.272,0.0,389.272,1
2014-01-07 18:00:00,349.21,40.0,389.21,1
2013-01-20 15:00:00,389.097,0.0,389.097,1
2014-02-17 20:00:00,348.919,40.0,388.919,1
2013-02-21 18:00:00,348.855,40.0,388.855,1
2013-01-23 17:30:00,388.829,0.0,388.829,1
2013-12-05 21:00:00,348.8,40.0,388.8,1
2013-03-24 18:00:00,388.665,0.0,388.665,1
2014-01-05 21:00:00,348.641,40.0,388.641,1
2013-02-14 21:30:00,348.629,40.0,388.629,1
2014-01-21 18:00:00,348.557,40.0,388.557,1
2013-01-27 21:00:00,348.556,40.0,388.556,1
2013-03-02 19:30:00,388.503,0.0,388.503,1
2014-01-09 20:30:00,348.475,40.0,388.475,1
2013-12-19 21:00:00,348.394,40.0,388.394,1
2013-01-22 17:30:00,388.382,0.0,388.382,1
2013-12-10 18:00:00,348.346,40.0,388.346,1
2014-01-15 18:00:00,348.324,40.0,388.324,1
2013-12-10 20:00:00,348.322,40.0,388.322,1
2013-03-15 19:30:00,388.272,0.0,388.272,1
2013-01-19 21:00:00,348.251,40.0,388.251,1
2014-02-22 19:00:00,348.181,40.0,388.181,1
2014-01-06 18:00:00,348.178,40.0,388.178,1
2014-02-13 20:30:00,348.133,40.0,388.133,1
2014-02-14 18:00:00,347.891,40.0,387.891,1
2014-02-27 19:00:00,347.81,40.0,387.81,1
2013-02-03 21:30:00,347.679,40.0,387.679,1
2013-12-28 19:00:00,347.666,40.0,387.666,1
2014-02-07 20:00:00,347.586,40.0,387.586,1
2014-02-24 18:30:00,347.538,40.0,387.538,1
2013-01-19 13:30:00,387.502,0.0,387.502,1
2013-12-14 19:30:00,347.464,40.0,387.464,1
2013-12-30 20:00:00,347.406,40.0,387.406,1
2013-12-02 20:30:00,347.404,40.0,387.404,1
2014-01-24 20:00:00,347.374,40.0,387.374,1
2013-03-03 18:30:00,387.294,0.0,387.294,1
2014-01-19 18:30:00,347.254,40.0,387.254,1
2013-12-19 21:30:00,347.247,40.0,387.247,1
2013-03-10 18:30:00,387.146,0.0,387.146,1
2013-12-15 19:30:00,347.129,40.0,387.129,1
2013-03-18 19:30:00,387.057,0.0,387.057,1
2014-01-20 20:30:00,346.938,40.0,386.938,1
2014-02-21 19:30:00,346.907,40.0,386.907,1
2014-01-11 20:00:00,346.896,40.0,386.896,1
2013-12-13 20:00:00,346.788,40.0,386.788,1
2014-01-26 21:00:00,346.748,40.0,386.748,1
2013-12-21 19:30:00,346.748,40.0,386.748,1
2014-01-18 20:00:00,346.743,40.0,386.743,1
2013-03-23 18:30:00,386.663,0.0,386.663,1
2013-01-19 11:30:00,386.636,0.0,386.636,1
2014-02-13 18:00:00,346.558,40.0,386.558,1
2013-03-02 18:30:00,386.549,0.0,386.549,1
2014-01-10 20:00:00,346.525,40.0,386.525,1
2013-03-27 19:30:00,386.458,0.0,386.458,1
2013-12-05 20:30:00,346.41,40.0,386.41,1
2014-01-22 18:00:00,346.283,40.0,386.283,1
2013-01-11 21:00:00,346.275,40.0,386.275,1
2013-03-04 19:30:00,386.243,0.0,386.243,1
2013-12-13 18:00:00,346.17,40.0,386.17,1
2014-01-28 18:00:00,346.115,40.0,386.115,1
2013-03-22 20:00:00,386.114,0.0,386.114,1
2013-03-21 19:30:00,386.066,0.0,386.066,1
2014-02-18 20:00:00,346.024,40.0,386.024,1
2013-03-11 18:00:00,385.947,0.0,385.947,1
2013-02-09 17:30:00,385.925,0.0,385.925,1
2013-02-02 20:30:00,345.864,40.0,385.864,1
2014-01-21 21:00:00,345.766,40.0,385.766,1
2013-12-29 20:30:00,345.594,40.0,385.594,1
2014-02-10 18:00:00,345.571,40.0,385.571,1
2013-01-10 21:30:00,345.453,40.0,385.453,1
2013-02-01 20:30:00,345.407,40.0,385.407,1
2013-03-14 20:00:00,385.406,0.0,385.406,1
2014-02-03 18:00:00,345.218,40.0,385.218,1
2013-03-10 20:00:00,385.047,0.0,385.047,1
2014-01-14 20:30:00,344.911,40.0,384.911,1
2013-12-02 18:00:00,344.897,40.0,384.897,1
2013-01-31 20:30:00,344.867,40.0,384.867,1
2013-02-20 20:00:00,344.787,40.0,384.787,1
2013-12-14 18:00:00,344.755,40.0,384.755,1
2013-12-16 20:00:00,344.656,40.0,384.656,1
2014-02-05 20:30:00,344.635,40.0,384.635,1
2014-01-16 20:00:00,344.607,40.0,384.607,1
2014-02-11 21:00:00,344.535,40.0,384.535,1
2013-02-02 21:00:00,344.484,40.0,384.484,1
2013-12-18 18:00:00,344.479,40.0,384.479,1
2014-02-02 20:30:00,344.468,40.0,384.468,1
2013-12-09 20:30:00,344.378,40.0,384.378,1
2013-12-12 20:00:00,344.181,40.0,384.181,1
2014-02-13 21:00:00,344.076,40.0,384.076,1
2013-01-14 17:30:00,384.001,0.0,384.001,1
2014-01-06 21:00:00,343.9,40.0,383.9,1
2013-03-20 19:00:00,383.818,0.0,383.818,1
2014-01-05 21:30:00,343.81,40.0,383.81,1
2014-01-08 18:00:00,343.808,40.0,383.808,1
2014-02-25 19:00:00,343.766,40.0,383.766,1
2014-02-25 18:30:00,343.644,40.0,383.644,1
2013-12-24 20:30:00,343.538,40.0,383.538,1
2013-01-07 21:00:00,343.498,40.0,383.498,1
2013-12-20 20:00:00,343.39,40.0,383.39,1
2013-01-04 17:00:00,383.343,0.0,383.343,1
2013-03-12 18:30:00,383.324,0.0,383.324,1
2014-01-23 18:00:00,343.323,40.0,383.323,1
2013-12-07 19:00:00,343.322,40.0,383.322,1
2013-12-15 18:00:00,343.186,40.0,383.186,1
2014-01-15 20:30:00,342.965,40.0,382.965,1
2013-02-15 21:00:00,342.866,40.0,382.866,1
2014-01-17 20:00:00,342.745,40.0,382.745,1
2014-02-14 20:30:00,342.719,40.0,382.719,1
2014-02-26 18:30:00,342.698,40.0,382.698,1
2014-02-23 18:00:00,342.662,40.0,382.662,1
2014-01-13 21:00:00,342.617,40.0,382.617,1
2013-12-14 20:00:00,342.58,40.0,382.58,1
2014-02-04 21:00:00,342.524,40.0,382.524,1
2013-01-05 20:00:00,342.476,40.0,382.476,1
2013-02-20 18:30:00,342.455,40.0,382.455,1
2014-02-25 19:30:00,342.422,40.0,382.422,1
2013-01-12 21:30:00,342.332,40.0,382.332,1
2013-02-27 20:30:00,342.33,40.0,382.33,1
2013-12-02 20:00:00,342.116,40.0,382.116,1
2014-01-31 20:30:00,342.041,40.0,382.041,1
2014-01-10 18:00:00,342.035,40.0,382.035,1
2013-03-02 20:00:00,382.034,0.0,382.034,1
2013-02-19 20:30:00,341.972,40.0,381.972,1
2013-11-21 20:00:00,381.928,0.0,381.928,1
2013-12-26 19:30:00,341.803,40.0,381.803,1
2014-02-12 21:00:00,341.67,40.0,381.67,1
2013-02-16 20:00:00,341.594,40.0,381.594,1
2013-01-28 17:30:00,381.433,0.0,381.433,1
2014-01-09 21:00:00,341.368,40.0,381.368,1
2014-01-07 20:30:00,341.355,40.0,381.355,1
2014-01-13 20:30:00,341.294,40.0,381.294,1
2013-03-04 20:00:00,381.291,0.0,381.291,1
2014-01-29 21:00:00,341.274,40.0,381.274,1
2013-02-07 17:30:00,381.034,0.0,381.034,1
2013-12-06 20:00:00,341.0,40.0,381.0,1
2013-03-21 20:00:00,380.794,0.0,380.794,1
2014-01-29 20:30:00,340.722,40.0,380.722,1
2013-12-18 20:30:00,340.717,40.0,380.717,1
2014-02-16 20:30:00,340.705,40.0,380.705,1
2013-02-21 21:00:00,340.688,40.0,380.688,1
2013-11-25 19:00:00,380.662,0.0,380.662,1
2013-03-12 21:30:00,380.571,0.0,380.571,1
2013-01-29 21:30:00,340.56,40.0,380.56,1
2013-01-03 21:00:00,340.539,40.0,380.539,1
2013-12-12 18:00:00,340.522,40.0,380.522,1
2013-02-19 21:00:00,340.414,40.0,380.414,1
2013-02-17 21:30:00,340.37,40.0,380.37,1
2013-01-27 21:30:00,340.314,40.0,380.314,1
2013-03-21 19:00:00,380.264,0.0,380.264,1
2014-01-01 20:30:00,340.219,40.0,380.219,1
2013-01-19 13:00:00,380.16,0.0,380.16,1
2013-12-26 18:30:00,340.156,40.0,380.156,1
2013-12-07 18:30:00,340.058,40.0,380.058,1
2013-01-25 17:30:00,380.009,0.0,380.009,1
2013-03-14 18:30:00,379.997,0.0,379.997,1
2013-03-13 20:30:00,379.979,0.0,379.979,1
2014-02-17 18:00:00,339.947,40.0,379.947,1
2013-11-24 19:00:00,379.907,0.0,379.907,1
2013-02-22 21:30:00,339.896,40.0,379.896,1
2014-01-25 20:30:00,339.7,40.0,379.7,1
2013-01-10 17:30:00,379.699,0.0,379.699,1
2013-01-29 21:00:00,339.674,40.0,379.674,1
2014-01-19 19:00:00,339.63,40.0,379.63,1
2013-02-17 21:00:00,339.611,40.0,379.611,1
2014-02-21 18:30:00,339.546,40.0,379.546,1
2013-01-30 18:00:00,339.535,40.0,379.535,1
2013-02-27 18:30:00,339.51,40.0,379.51,1
2014-02-17 20:30:00,339.504,40.0,379.504,1
2013-12-27 20:00:00,339.468,40.0,379.468,1
2013-02-28 18:00:00,339.286,40.0,379.286,1
2013-01-04 16:30:00,379.232,0.0,379.232,1
2013-01-05 20:30:00,339.203,40.0,379.203,1
2014-02-22 18:30:00,339.124,40.0,379.124,1
2013-11-24 18:00:00,379.016,0.0,379.016,1
2014-01-12 17:30:00,379.016,0.0,379.016,1
2013-11-20 18:30:00,378.971,0.0,378.971,1
2014-02-15 18:00:00,338.841,40.0,378.841,1
2013-03-26 20:30:00,378.593,0.0,378.593,1
2014-02-24 20:00:00,338.552,40.0,378.552,1
2013-01-30 20:30:00,338.498,40.0,378.498,1
2014-02-19 18:30:00,338.488,40.0,378.488,1
2013-02-28 21:30:00,338.488,40.0,378.488,1
2013-02-08 21:30:00,338.372,40.0,378.372,1
2014-02-19 19:30:00,338.335,40.0,378.335,1
2013-12-11 21:00:00,338.3,40.0,378.3,1
2013-03-18 20:30:00,378.199,0.0,378.199,1
2014-02-05 21:00:00,338.158,40.0,378.158,1
2014-02-07 18:00:00,338.131,40.0,378.131,1
2013-03-09 19:30:00,377.99,0.0,377.99,1
2013-02-18 21:00:00,337.856,40.0,377.856,1
2014-02-27 18:30:00,337.808,40.0,377.808,1
2013-01-19 12:00:00,377.714,0.0,377.714,1
2013-02-20 20:30:00,337.678,40.0,377.678,1
2013-12-09 21:00:00,337.6,40.0,377.6,1
2014-01-27 21:00:00,337.597,40.0,377.597,1
2013-03-26 18:30:00,377.585,0.0,377.585,1
2013-03-21 20:30:00,377.573,0.0,377.573,1
2013-03-20 19:30:00,377.409,0.0,377.409,1
2013-11-10 19:00:00,377.349,0.0,377.349,1
2014-01-08 20:30:00,337.292,40.0,377.292,1
2013-01-30 21:00:00,337.124,40.0,377.124,1
2013-12-02 21:00:00,337.104,40.0,377.104,1
2013-12-26 19:00:00,337.103,40.0,377.103,1
2013-03-19 19:00:00,377.022,0.0,377.022,1
